A月,数B,地学,コ英,世界史,数II,日本史
A火,古典,コ英,現代文,数II,日本史,芸術
A水,体育,英表,古典,現代文,数II,世界史
A木,コ英,地学,数II,日本史,保健,古典,LHR
A金,体育,現代文,地学,数B,世界史,英表
B月,世界史,現代文,古典,数II,コ英,日本史
B火,体育,地学,数B,日本史,芸術,コ英
B水,体育,保健,数II,日本史,英表,地学
B木,世界史,数II,コ英,地学,古典,芸術,LHR
B金,体育,英表,数B,日本史,世界史,現代文
