A月,数B,物理,コ英,地理,数II,古典
A火,物理,コ英,現代文,数II,化学,芸術
A水,体育,英表,地理,現代文,数II,古典
A木,コ英,化学,数II,物理,保健,地理,LHR
A金,体育,現代文,物理,数B,化学,英表
B月,化学,現代文,地理,数II,コ英,物理
B火,体育,地理,数B,古典,芸術,コ英
B水,体育,保健,数II,古典,英表,地理
B木,物理,数II,コ英,化学,地理,芸術,LHR
B金,体育,英表,数B,物理,化学,現代文
