A月,数B,日本史,コ英,古典,数II,地学
A火,世界史,コ英,現代文,数II,地学,芸術
A水,体育,英表,世界史,現代文,数II,日本史
A木,コ英,日本史,数II,世界史,保健,地学,LHR
A金,体育,現代文,日本史,数B,古典,英表
B月,日本史,現代文,地学,数II,コ英,古典
B火,体育,世界史,数B,地学,芸術,コ英
B水,体育,保健,数II,地学,英表,日本史
B木,日本史,数II,コ英,古典,世界史,芸術,LHR
B金,体育,英表,数B,世界史,古典,現代文
